"customer_number","order_number","product_code","quantity_ordered","price_each","order_line_number","order_date","required_date","shipped_date","status","comments","customer_name","contact_last_name","contact_first_name","city","state","country","sales_rep_employee_number","credit_limit","customer_location"
"379","10147","S18_1889","26","70.84","3","2003-09-05","2003-09-12","2003-09-09","Shipped","","Collectables For Less Inc.","Nelson","Allen","Brickhaven","MA","USA","1188","70700.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x1bq\xb7\xday\xd8Q\xc0g\x8a\xefz\x1f4E@'"
"379","10147","S18_3278","36","74.78","10","2003-09-05","2003-09-12","2003-09-09","Shipped","","Collectables For Less Inc.","Nelson","Allen","Brickhaven","MA","USA","1188","70700.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x1bq\xb7\xday\xd8Q\xc0g\x8a\xefz\x1f4E@'"
"379","10147","S18_3482","37","129.35","9","2003-09-05","2003-09-12","2003-09-09","Shipped","","Collectables For Less Inc.","Nelson","Allen","Brickhaven","MA","USA","1188","70700.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x1bq\xb7\xday\xd8Q\xc0g\x8a\xefz\x1f4E@'"
"379","10147","S24_2972","25","33.23","1","2003-09-05","2003-09-12","2003-09-09","Shipped","","Collectables For Less Inc.","Nelson","Allen","Brickhaven","MA","USA","1188","70700.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x1bq\xb7\xday\xd8Q\xc0g\x8a\xefz\x1f4E@'"
"379","10147","S24_3371","30","48.98","6","2003-09-05","2003-09-12","2003-09-09","Shipped","","Collectables For Less Inc.","Nelson","Allen","Brickhaven","MA","USA","1188","70700.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x1bq\xb7\xday\xd8Q\xc0g\x8a\xefz\x1f4E@'"
"379","10147","S24_3856","23","123.58","2","2003-09-05","2003-09-12","2003-09-09","Shipped","","Collectables For Less Inc.","Nelson","Allen","Brickhaven","MA","USA","1188","70700.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x1bq\xb7\xday\xd8Q\xc0g\x8a\xefz\x1f4E@'"
"379","10147","S24_4620","31","72.76","11","2003-09-05","2003-09-12","2003-09-09","Shipped","","Collectables For Less Inc.","Nelson","Allen","Brickhaven","MA","USA","1188","70700.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\x1bq\xb7\xday\xd8Q\xc0g\x8a\xefz\x1f4E@'"
"276","10148","S18_1129","23","114.65","13","2003-09-11","2003-09-21","2003-09-15","Shipped","They want to reevaluate their terms agreement with Finance.","Anna's Decorations, Ltd","O'Hara","Anna","North Sydney","NSW","Australia","1611","107800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x001q\xf5\xad\xa0\xe6b@y\xa6<_X\xeb@\xc0'"
"276","10148","S18_1589","47","108.26","9","2003-09-11","2003-09-21","2003-09-15","Shipped","They want to reevaluate their terms agreement with Finance.","Anna's Decorations, Ltd","O'Hara","Anna","North Sydney","NSW","Australia","1611","107800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x001q\xf5\xad\xa0\xe6b@y\xa6<_X\xeb@\xc0'"
"276","10148","S18_1984","25","136.56","12","2003-09-11","2003-09-21","2003-09-15","Shipped","They want to reevaluate their terms agreement with Finance.","Anna's Decorations, Ltd","O'Hara","Anna","North Sydney","NSW","Australia","1611","107800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x001q\xf5\xad\xa0\xe6b@y\xa6<_X\xeb@\xc0'"
"276","10148","S18_2870","27","113.52","10","2003-09-11","2003-09-21","2003-09-15","Shipped","They want to reevaluate their terms agreement with Finance.","Anna's Decorations, Ltd","O'Hara","Anna","North Sydney","NSW","Australia","1611","107800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x001q\xf5\xad\xa0\xe6b@y\xa6<_X\xeb@\xc0'"
"276","10148","S18_3232","32","143.94","14","2003-09-11","2003-09-21","2003-09-15","Shipped","They want to reevaluate their terms agreement with Finance.","Anna's Decorations, Ltd","O'Hara","Anna","North Sydney","NSW","Australia","1611","107800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x001q\xf5\xad\xa0\xe6b@y\xa6<_X\xeb@\xc0'"
"276","10148","S18_3685","28","135.63","11","2003-09-11","2003-09-21","2003-09-15","Shipped","They want to reevaluate their terms agreement with Finance.","Anna's Decorations, Ltd","O'Hara","Anna","North Sydney","NSW","Australia","1611","107800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x001q\xf5\xad\xa0\xe6b@y\xa6<_X\xeb@\xc0'"
"276","10148","S18_4409","34","83.75","1","2003-09-11","2003-09-21","2003-09-15","Shipped","They want to reevaluate their terms agreement with Finance.","Anna's Decorations, Ltd","O'Hara","Anna","North Sydney","NSW","Australia","1611","107800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x001q\xf5\xad\xa0\xe6b@y\xa6<_X\xeb@\xc0'"
"276","10148","S18_4933","29","66.28","2","2003-09-11","2003-09-21","2003-09-15","Shipped","They want to reevaluate their terms agreement with Finance.","Anna's Decorations, Ltd","O'Hara","Anna","North Sydney","NSW","Australia","1611","107800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x001q\xf5\xad\xa0\xe6b@y\xa6<_X\xeb@\xc0'"
"276","10148","S24_1046","25","65.41","6","2003-09-11","2003-09-21","2003-09-15","Shipped","They want to reevaluate their terms agreement with Finance.","Anna's Decorations, Ltd","O'Hara","Anna","North Sydney","NSW","Australia","1611","107800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x001q\xf5\xad\xa0\xe6b@y\xa6<_X\xeb@\xc0'"
"276","10148","S24_1628","47","46.29","8","2003-09-11","2003-09-21","2003-09-15","Shipped","They want to reevaluate their terms agreement with Finance.","Anna's Decorations, Ltd","O'Hara","Anna","North Sydney","NSW","Australia","1611","107800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x001q\xf5\xad\xa0\xe6b@y\xa6<_X\xeb@\xc0'"
"276","10148","S24_2766","21","77.24","4","2003-09-11","2003-09-21","2003-09-15","Shipped","They want to reevaluate their terms agreement with Finance.","Anna's Decorations, Ltd","O'Hara","Anna","North Sydney","NSW","Australia","1611","107800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x001q\xf5\xad\xa0\xe6b@y\xa6<_X\xeb@\xc0'"
"276","10148","S24_2887","34","115.09","3","2003-09-11","2003-09-21","2003-09-15","Shipped","They want to reevaluate their terms agreement with Finance.","Anna's Decorations, Ltd","O'Hara","Anna","North Sydney","NSW","Australia","1611","107800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x001q\xf5\xad\xa0\xe6b@y\xa6<_X\xeb@\xc0'"
"276","10148","S24_3191","31","71.91","5","2003-09-11","2003-09-21","2003-09-15","Shipped","They want to reevaluate their terms agreement with Finance.","Anna's Decorations, Ltd","O'Hara","Anna","North Sydney","NSW","Australia","1611","107800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x001q\xf5\xad\xa0\xe6b@y\xa6<_X\xeb@\xc0'"
"276","10148","S24_3432","27","96.37","7","2003-09-11","2003-09-21","2003-09-15","Shipped","They want to reevaluate their terms agreement with Finance.","Anna's Decorations, Ltd","O'Hara","Anna","North Sydney","NSW","Australia","1611","107800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x001q\xf5\xad\xa0\xe6b@y\xa6<_X\xeb@\xc0'"
"487","10149","S18_1342","50","87.33","4","2003-09-12","2003-09-18","2003-09-17","Shipped","","Signal Collectibles Ltd.","Taylor","Sue","Brisbane","CA","USA","1165","60300.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xa2\x9b\xfd\x81r\xfdU\xc0\xd2\x1b\xee#\xb7\xbeD@'"
"487","10149","S18_1367","30","48.52","3","2003-09-12","2003-09-18","2003-09-17","Shipped","","Signal Collectibles Ltd.","Taylor","Sue","Brisbane","CA","USA","1165","60300.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xa2\x9b\xfd\x81r\xfdU\xc0\xd2\x1b\xee#\xb7\xbeD@'"
"487","10149","S18_1749","34","156.4","11","2003-09-12","2003-09-18","2003-09-17","Shipped","","Signal Collectibles Ltd.","Taylor","Sue","Brisbane","CA","USA","1165","60300.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xa2\x9b\xfd\x81r\xfdU\xc0\xd2\x1b\xee#\xb7\xbeD@'"
"487","10149","S18_2248","24","50.85","10","2003-09-12","2003-09-18","2003-09-17","Shipped","","Signal Collectibles Ltd.","Taylor","Sue","Brisbane","CA","USA","1165","60300.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xa2\x9b\xfd\x81r\xfdU\xc0\xd2\x1b\xee#\xb7\xbeD@'"
"487","10149","S18_2325","33","125.86","8","2003-09-12","2003-09-18","2003-09-17","Shipped","","Signal Collectibles Ltd.","Taylor","Sue","Brisbane","CA","USA","1165","60300.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xa2\x9b\xfd\x81r\xfdU\xc0\xd2\x1b\xee#\xb7\xbeD@'"
"487","10149","S18_2795","23","167.06","5","2003-09-12","2003-09-18","2003-09-17","Shipped","","Signal Collectibles Ltd.","Taylor","Sue","Brisbane","CA","USA","1165","60300.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xa2\x9b\xfd\x81r\xfdU\xc0\xd2\x1b\xee#\xb7\xbeD@'"
"487","10149","S18_3320","42","89.29","2","2003-09-12","2003-09-18","2003-09-17","Shipped","","Signal Collectibles Ltd.","Taylor","Sue","Brisbane","CA","USA","1165","60300.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xa2\x9b\xfd\x81r\xfdU\xc0\xd2\x1b\xee#\xb7\xbeD@'"
"487","10149","S24_1937","36","31.2","7","2003-09-12","2003-09-18","2003-09-17","Shipped","","Signal Collectibles Ltd.","Taylor","Sue","Brisbane","CA","USA","1165","60300.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xa2\x9b\xfd\x81r\xfdU\xc0\xd2\x1b\xee#\xb7\xbeD@'"
"487","10149","S24_2022","49","39.87","6","2003-09-12","2003-09-18","2003-09-17","Shipped","","Signal Collectibles Ltd.","Taylor","Sue","Brisbane","CA","USA","1165","60300.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xa2\x9b\xfd\x81r\xfdU\xc0\xd2\x1b\xee#\xb7\xbeD@'"
"487","10149","S24_3969","26","38.57","9","2003-09-12","2003-09-18","2003-09-17","Shipped","","Signal Collectibles Ltd.","Taylor","Sue","Brisbane","CA","USA","1165","60300.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xa2\x9b\xfd\x81r\xfdU\xc0\xd2\x1b\xee#\xb7\xbeD@'"
"487","10149","S24_4258","20","90.57","1","2003-09-12","2003-09-18","2003-09-17","Shipped","","Signal Collectibles Ltd.","Taylor","Sue","Brisbane","CA","USA","1165","60300.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xa2\x9b\xfd\x81r\xfdU\xc0\xd2\x1b\xee#\xb7\xbeD@'"
"148","10150","S10_1949","45","182.16","8","2003-09-19","2003-09-27","2003-09-21","Shipped","They want to reevaluate their terms agreement with Finance.","Dragon Souveniers, Ltd.","Natividad","Eric","Singapore","","Singapore","1621","103800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00W\x05j1x\xf4Y@\x1e\xa4\xa7\xc8!\xa2\xf5?'"
"148","10150","S10_4962","20","121.15","1","2003-09-19","2003-09-27","2003-09-21","Shipped","They want to reevaluate their terms agreement with Finance.","Dragon Souveniers, Ltd.","Natividad","Eric","Singapore","","Singapore","1621","103800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00W\x05j1x\xf4Y@\x1e\xa4\xa7\xc8!\xa2\xf5?'"
"148","10150","S12_1666","30","135.3","5","2003-09-19","2003-09-27","2003-09-21","Shipped","They want to reevaluate their terms agreement with Finance.","Dragon Souveniers, Ltd.","Natividad","Eric","Singapore","","Singapore","1621","103800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00W\x05j1x\xf4Y@\x1e\xa4\xa7\xc8!\xa2\xf5?'"
"148","10150","S18_1097","34","95.67","7","2003-09-19","2003-09-27","2003-09-21","Shipped","They want to reevaluate their terms agreement with Finance.","Dragon Souveniers, Ltd.","Natividad","Eric","Singapore","","Singapore","1621","103800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00W\x05j1x\xf4Y@\x1e\xa4\xa7\xc8!\xa2\xf5?'"
"148","10150","S18_2949","47","93.21","9","2003-09-19","2003-09-27","2003-09-21","Shipped","They want to reevaluate their terms agreement with Finance.","Dragon Souveniers, Ltd.","Natividad","Eric","Singapore","","Singapore","1621","103800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00W\x05j1x\xf4Y@\x1e\xa4\xa7\xc8!\xa2\xf5?'"
"148","10150","S18_2957","30","56.21","11","2003-09-19","2003-09-27","2003-09-21","Shipped","They want to reevaluate their terms agreement with Finance.","Dragon Souveniers, Ltd.","Natividad","Eric","Singapore","","Singapore","1621","103800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00W\x05j1x\xf4Y@\x1e\xa4\xa7\xc8!\xa2\xf5?'"
"148","10150","S18_3136","26","97.39","10","2003-09-19","2003-09-27","2003-09-21","Shipped","They want to reevaluate their terms agreement with Finance.","Dragon Souveniers, Ltd.","Natividad","Eric","Singapore","","Singapore","1621","103800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00W\x05j1x\xf4Y@\x1e\xa4\xa7\xc8!\xa2\xf5?'"
"148","10150","S18_4600","49","111.39","2","2003-09-19","2003-09-27","2003-09-21","Shipped","They want to reevaluate their terms agreement with Finance.","Dragon Souveniers, Ltd.","Natividad","Eric","Singapore","","Singapore","1621","103800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00W\x05j1x\xf4Y@\x1e\xa4\xa7\xc8!\xa2\xf5?'"
"148","10150","S18_4668","30","47.29","6","2003-09-19","2003-09-27","2003-09-21","Shipped","They want to reevaluate their terms agreement with Finance.","Dragon Souveniers, Ltd.","Natividad","Eric","Singapore","","Singapore","1621","103800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00W\x05j1x\xf4Y@\x1e\xa4\xa7\xc8!\xa2\xf5?'"
"148","10150","S32_3522","49","62.05","4","2003-09-19","2003-09-27","2003-09-21","Shipped","They want to reevaluate their terms agreement with Finance.","Dragon Souveniers, Ltd.","Natividad","Eric","Singapore","","Singapore","1621","103800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00W\x05j1x\xf4Y@\x1e\xa4\xa7\xc8!\xa2\xf5?'"
"148","10150","S700_2824","20","95.08","3","2003-09-19","2003-09-27","2003-09-21","Shipped","They want to reevaluate their terms agreement with Finance.","Dragon Souveniers, Ltd.","Natividad","Eric","Singapore","","Singapore","1621","103800.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00W\x05j1x\xf4Y@\x1e\xa4\xa7\xc8!\xa2\xf5?'"
"311","10151","S12_4473","24","114.95","3","2003-09-21","2003-09-30","2003-09-24","Shipped","","Oulu Toy Supplies, Inc.","Koskitalo","Pirkko","Oulu","","Finland","1501","90500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xd1\xca\xbd\xc0\xacx9@`\xc8\xeaV\xcf@P@'"
"311","10151","S18_2238","43","152.27","2","2003-09-21","2003-09-30","2003-09-24","Shipped","","Oulu Toy Supplies, Inc.","Koskitalo","Pirkko","Oulu","","Finland","1501","90500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xd1\xca\xbd\xc0\xacx9@`\xc8\xeaV\xcf@P@'"
"311","10151","S18_2319","49","106.78","6","2003-09-21","2003-09-30","2003-09-24","Shipped","","Oulu Toy Supplies, Inc.","Koskitalo","Pirkko","Oulu","","Finland","1501","90500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xd1\xca\xbd\xc0\xacx9@`\xc8\xeaV\xcf@P@'"
"311","10151","S18_2432","39","58.34","9","2003-09-21","2003-09-30","2003-09-24","Shipped","","Oulu Toy Supplies, Inc.","Koskitalo","Pirkko","Oulu","","Finland","1501","90500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xd1\xca\xbd\xc0\xacx9@`\xc8\xeaV\xcf@P@'"
"311","10151","S18_3232","21","167.65","7","2003-09-21","2003-09-30","2003-09-24","Shipped","","Oulu Toy Supplies, Inc.","Koskitalo","Pirkko","Oulu","","Finland","1501","90500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xd1\xca\xbd\xc0\xacx9@`\xc8\xeaV\xcf@P@'"
"311","10151","S24_2300","42","109.9","8","2003-09-21","2003-09-30","2003-09-24","Shipped","","Oulu Toy Supplies, Inc.","Koskitalo","Pirkko","Oulu","","Finland","1501","90500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xd1\xca\xbd\xc0\xacx9@`\xc8\xeaV\xcf@P@'"
"311","10151","S24_2840","30","29.35","4","2003-09-21","2003-09-30","2003-09-24","Shipped","","Oulu Toy Supplies, Inc.","Koskitalo","Pirkko","Oulu","","Finland","1501","90500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xd1\xca\xbd\xc0\xacx9@`\xc8\xeaV\xcf@P@'"
"311","10151","S32_1268","27","84.75","10","2003-09-21","2003-09-30","2003-09-24","Shipped","","Oulu Toy Supplies, Inc.","Koskitalo","Pirkko","Oulu","","Finland","1501","90500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xd1\xca\xbd\xc0\xacx9@`\xc8\xeaV\xcf@P@'"
"311","10151","S32_2509","41","43.29","5","2003-09-21","2003-09-30","2003-09-24","Shipped","","Oulu Toy Supplies, Inc.","Koskitalo","Pirkko","Oulu","","Finland","1501","90500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xd1\xca\xbd\xc0\xacx9@`\xc8\xeaV\xcf@P@'"
"311","10151","S50_1392","26","108.81","1","2003-09-21","2003-09-30","2003-09-24","Shipped","","Oulu Toy Supplies, Inc.","Koskitalo","Pirkko","Oulu","","Finland","1501","90500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xd1\xca\xbd\xc0\xacx9@`\xc8\xeaV\xcf@P@'"
"333","10152","S18_4027","35","117.77","1","2003-09-25","2003-10-03","2003-10-01","Shipped","","Australian Gift Network, Co","Calaghan","Ben","South Brisbane","Queensland","Australia","1611","51600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00{3j\xbe\x8a c@U\xc8\xf03\x89y;\xc0'"
"333","10152","S24_1444","25","49.13","4","2003-09-25","2003-10-03","2003-10-01","Shipped","","Australian Gift Network, Co","Calaghan","Ben","South Brisbane","Queensland","Australia","1611","51600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00{3j\xbe\x8a c@U\xc8\xf03\x89y;\xc0'"
"333","10152","S24_4048","23","112.37","3","2003-09-25","2003-10-03","2003-10-01","Shipped","","Australian Gift Network, Co","Calaghan","Ben","South Brisbane","Queensland","Australia","1611","51600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00{3j\xbe\x8a c@U\xc8\xf03\x89y;\xc0'"
"333","10152","S32_3207","33","57.17","2","2003-09-25","2003-10-03","2003-10-01","Shipped","","Australian Gift Network, Co","Calaghan","Ben","South Brisbane","Queensland","Australia","1611","51600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00{3j\xbe\x8a c@U\xc8\xf03\x89y;\xc0'"
"141","10153","S12_1108","20","201.57","11","2003-09-28","2003-10-05","2003-10-03","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10153","S12_3148","42","128.42","12","2003-09-28","2003-10-05","2003-10-03","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10153","S12_3891","49","155.72","10","2003-09-28","2003-10-05","2003-10-03","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10153","S18_3140","31","125.66","7","2003-09-28","2003-10-05","2003-10-03","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10153","S18_3259","29","82.69","9","2003-09-28","2003-10-05","2003-10-03","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10153","S18_4522","22","82.5","6","2003-09-28","2003-10-05","2003-10-03","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10153","S24_2011","40","111.83","5","2003-09-28","2003-10-05","2003-10-03","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10153","S50_1514","31","53.31","13","2003-09-28","2003-10-05","2003-10-03","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10153","S700_1138","43","58.0","1","2003-09-28","2003-10-05","2003-10-03","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10153","S700_1938","31","80.55","8","2003-09-28","2003-10-05","2003-10-03","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10153","S700_3505","50","87.15","2","2003-09-28","2003-10-05","2003-10-03","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10153","S700_3962","20","85.41","3","2003-09-28","2003-10-05","2003-10-03","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"141","10153","S72_3212","50","51.87","4","2003-09-28","2003-10-05","2003-10-03","Shipped","","Euro+ Shopping Channel","Freyre","Diego ","Madrid","","Spain","1370","227600.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00x;g\xb0N\x9a\r\xc09\x05\x9e V5D@'"
"219","10154","S24_3151","31","75.23","2","2003-10-02","2003-10-12","2003-10-08","Shipped","","Boards & Toys Co.","Young","Mary","Glendale","CA","USA","1166","11000.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xbe\xc1\x17&S\x90]\xc0c6\x12\xb2=\x12A@'"
"219","10154","S700_2610","36","59.27","1","2003-10-02","2003-10-12","2003-10-08","Shipped","","Boards & Toys Co.","Young","Mary","Glendale","CA","USA","1166","11000.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xbe\xc1\x17&S\x90]\xc0c6\x12\xb2=\x12A@'"
"186","10155","S10_4757","32","129.2","13","2003-10-06","2003-10-13","2003-10-07","Shipped","","Toys of Finland, Co.","Karttunen","Matti","Helsinki","","Finland","1501","96500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xb8K\xd1\x800\xf08@\xdb\xf9~j\xbc\x15N@'"
"186","10155","S18_1662","38","138.77","5","2003-10-06","2003-10-13","2003-10-07","Shipped","","Toys of Finland, Co.","Karttunen","Matti","Helsinki","","Finland","1501","96500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xb8K\xd1\x800\xf08@\xdb\xf9~j\xbc\x15N@'"
"186","10155","S18_3029","44","83.44","11","2003-10-06","2003-10-13","2003-10-07","Shipped","","Toys of Finland, Co.","Karttunen","Matti","Helsinki","","Finland","1501","96500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xb8K\xd1\x800\xf08@\xdb\xf9~j\xbc\x15N@'"
"186","10155","S18_3856","29","105.87","10","2003-10-06","2003-10-13","2003-10-07","Shipped","","Toys of Finland, Co.","Karttunen","Matti","Helsinki","","Finland","1501","96500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xb8K\xd1\x800\xf08@\xdb\xf9~j\xbc\x15N@'"
"186","10155","S24_2841","23","62.34","6","2003-10-06","2003-10-13","2003-10-07","Shipped","","Toys of Finland, Co.","Karttunen","Matti","Helsinki","","Finland","1501","96500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xb8K\xd1\x800\xf08@\xdb\xf9~j\xbc\x15N@'"
"186","10155","S24_3420","34","56.55","7","2003-10-06","2003-10-13","2003-10-07","Shipped","","Toys of Finland, Co.","Karttunen","Matti","Helsinki","","Finland","1501","96500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xb8K\xd1\x800\xf08@\xdb\xf9~j\xbc\x15N@'"
"186","10155","S24_3816","37","76.31","12","2003-10-06","2003-10-13","2003-10-07","Shipped","","Toys of Finland, Co.","Karttunen","Matti","Helsinki","","Finland","1501","96500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xb8K\xd1\x800\xf08@\xdb\xf9~j\xbc\x15N@'"
"186","10155","S24_3949","44","58.69","4","2003-10-06","2003-10-13","2003-10-07","Shipped","","Toys of Finland, Co.","Karttunen","Matti","Helsinki","","Finland","1501","96500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xb8K\xd1\x800\xf08@\xdb\xf9~j\xbc\x15N@'"
"186","10155","S700_2047","32","89.61","9","2003-10-06","2003-10-13","2003-10-07","Shipped","","Toys of Finland, Co.","Karttunen","Matti","Helsinki","","Finland","1501","96500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xb8K\xd1\x800\xf08@\xdb\xf9~j\xbc\x15N@'"
"186","10155","S700_2466","20","87.75","2","2003-10-06","2003-10-13","2003-10-07","Shipped","","Toys of Finland, Co.","Karttunen","Matti","Helsinki","","Finland","1501","96500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xb8K\xd1\x800\xf08@\xdb\xf9~j\xbc\x15N@'"
"186","10155","S700_3167","43","76.8","1","2003-10-06","2003-10-13","2003-10-07","Shipped","","Toys of Finland, Co.","Karttunen","Matti","Helsinki","","Finland","1501","96500.0","b'\xe6\x10\x00\x00\x01\x01\x00\x00\x00\xb8K\xd1\x800\xf08@\xdb\xf9~j\xbc\x15N@'"
